Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow 
NORTHGATE,NORTHGATE,4/12/2021,R,SARS CoV-2 N1,64533.33,R053_041,2333.33,19867,Composite,,4.221
NORTHGATE,NORTHGATE,4/12/2021,R,SARS CoV-2 N2,90933.33,R053_042,2333.33,19867,Composite,,4.221
NORTHGATE,NORTHGATE,4/12/2021,R,SARS CoV-2 N1,88000,R053_042,2333.33,19867,Composite,,4.221
NORTHWEST,NORTHWEST,4/12/2021,R,SARS CoV-2 N2,41066.67,R053_043,2333.33,95600,Composite,,10.75
NORTHWEST,NORTHWEST,4/12/2021,R,SARS CoV-2 N1,49866.67,R053_043,2333.33,95600,Composite,,10.75
NORTHWEST,NORTHWEST,4/12/2021,R,SARS CoV-2 N2,44000,R053_044,2333.33,95600,Composite,,10.75
NORTHWEST,NORTHWEST,4/12/2021,R,SARS CoV-2 N1,57200,R053_044,2333.33,95600,Composite,,10.75
PARK TEN,PARK TEN,4/12/2021,R,SARS CoV-2 N2,90200,R053_045,2333.33,5497,Composite,,0.54
PARK TEN,PARK TEN,4/12/2021,R,SARS CoV-2 N1,98266.67,R053_045,2333.33,5497,Composite,,0.54
PARK TEN,PARK TEN,4/12/2021,R,SARS CoV-2 N2,55733.33,R053_046,2333.33,5497,Composite,,0.54
PARK TEN,PARK TEN,4/12/2021,R,SARS CoV-2 N1,57933.33,R053_046,2333.33,5497,Composite,,0.54
SAGEMONT,SAGEMONT,4/12/2021,R,SARS CoV-2 N2,81400,R053_047,2333.33,20608,Composite,,3.164
SAGEMONT,SAGEMONT,4/12/2021,R,SARS CoV-2 N1,98266.67,R053_047,2333.33,20608,Composite,,3.164
SAGEMONT,SAGEMONT,4/12/2021,R,SARS CoV-2 N2,66733.33,R053_048,2333.33,20608,Composite,,3.164
SAGEMONT,SAGEMONT,4/12/2021,R,SARS CoV-2 N1,73333.33,R053_048,2333.33,20608,Composite,,3.164
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/12/2021,R,SARS CoV-2 N2,35933.33,R053_050,2333.33,109414,Composite,,5.28
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/12/2021,R,SARS CoV-2 N2,33000,R053_049,2333.33,109414,Composite,,5.28
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/12/2021,R,SARS CoV-2 N1,33000,R053_049,2333.33,109414,Composite,,5.28
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/12/2021,R,SARS CoV-2 N1,41066.67,R053_050,2333.33,109414,Composite,,5.28
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/12/2021,R,SARS CoV-2 N2,15400,R053_052,2333.33,109414,Composite,,16.863
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/12/2021,R,SARS CoV-2 N2,11733.33,R053_051,2333.33,109414,Composite,,16.863
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/12/2021,R,SARS CoV-2 N1,16133.33,R053_051,2333.33,109414,Composite,,16.863
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/12/2021,R,SARS CoV-2 N1,18333.33,R053_052,2333.33,109414,Composite,,16.863
SOUTHEAST,SOUTHEAST,4/12/2021,R,SARS CoV-2 N2,46200,R053_053,2333.33,32485,Composite,,3.419
SOUTHEAST,SOUTHEAST,4/12/2021,R,SARS CoV-2 N1,44000,R053_053,2333.33,32485,Composite,,3.419
SOUTHEAST,SOUTHEAST,4/12/2021,R,SARS CoV-2 N2,50600,R053_054,2333.33,32485,Composite,,3.419
SOUTHEAST,SOUTHEAST,4/12/2021,R,SARS CoV-2 N1,63800,R053_054,2333.33,32485,Composite,,3.419
SOUTHWEST,SOUTHWEST,4/12/2021,R,SARS CoV-2 N2,54266.67,R053_056,2333.33,293227,Composite,,28.782
SOUTHWEST,SOUTHWEST,4/12/2021,R,SARS CoV-2 N1,54266.67,R053_056,2333.33,293227,Composite,,28.782
SOUTHWEST,SOUTHWEST,4/12/2021,R,SARS CoV-2 N2,38133.33,R053_055,2333.33,293227,Composite,,28.782
SOUTHWEST,SOUTHWEST,4/12/2021,R,SARS CoV-2 N1,38133.33,R053_055,2333.33,293227,Composite,,28.782
TIDWELL TIMBERS,TIDWELL TIMBERS,4/12/2021,R,SARS CoV-2 N2,133466.67,R053_058,2333.33,1133,Composite,,0.069
TIDWELL TIMBERS,TIDWELL TIMBERS,4/12/2021,R,SARS CoV-2 N1,143000,R053_058,2333.33,1133,Composite,,0.069
TIDWELL TIMBERS,TIDWELL TIMBERS,4/12/2021,R,SARS CoV-2 N2,143000,R053_057,2333.33,1133,Composite,,0.069
TIDWELL TIMBERS,TIDWELL TIMBERS,4/12/2021,R,SARS CoV-2 N1,154000,R053_057,2333.33,1133,Composite,,0.069
TURKEY CREEK,TURKEY CREEK,4/12/2021,R,SARS CoV-2 N2,31533.33,R053_059,2333.33,59188,Composite,,5.282
TURKEY CREEK,TURKEY CREEK,4/12/2021,R,SARS CoV-2 N1,34466.67,R053_059,2333.33,59188,Composite,,5.282
TURKEY CREEK,TURKEY CREEK,4/12/2021,R,SARS CoV-2 N2,19800,R053_060,2333.33,59188,Composite,,5.282
TURKEY CREEK,TURKEY CREEK,4/12/2021,R,SARS CoV-2 N1,24200,R053_060,2333.33,59188,Composite,,5.282
UPPER BRAYS,UPPER BRAYS,4/12/2021,R,SARS CoV-2 N2,37400,R053_061,2333.33,97918,Composite,,8.476
UPPER BRAYS,UPPER BRAYS,4/12/2021,R,SARS CoV-2 N1,30800,R053_061,2333.33,97918,Composite,,8.476
UPPER BRAYS,UPPER BRAYS,4/12/2021,R,SARS CoV-2 N2,27133.33,R053_062,2333.33,97918,Composite,,8.476
UPPER BRAYS,UPPER BRAYS,4/12/2021,R,SARS CoV-2 N1,35933.33,R053_062,2333.33,97918,Composite,,8.476
WCID#111,WCID#111,4/12/2021,R,SARS CoV-2 N2,77000,R053_063,2333.33,20920,Composite,,2.234
WCID#111,WCID#111,4/12/2021,R,SARS CoV-2 N1,85066.67,R053_063,2333.33,20920,Composite,,2.234
WCID#111,WCID#111,4/12/2021,R,SARS CoV-2 N2,35933.33,R053_064,2333.33,20920,Composite,,2.234
WCID#111,WCID#111,4/12/2021,R,SARS CoV-2 N1,42533.33,R053_064,2333.33,20920,Composite,,2.234
WCID#47,WCID#47,4/12/2021,R,SARS CoV-2 N2,21266.67,R053_065,2333.33,33645,Composite,,2.077
WCID#47,WCID#47,4/12/2021,R,SARS CoV-2 N1,21266.67,R053_065,2333.33,33645,Composite,,2.077
WCID#47,WCID#47,4/12/2021,R,SARS CoV-2 N2,13933.33,R053_066,2333.33,33645,Composite,,2.077
WCID#47,WCID#47,4/12/2021,R,SARS CoV-2 N1,11733.33,R053_066,2333.33,33645,Composite,,2.077
WCID#76,WCID#76,4/12/2021,R,SARS CoV-2 N2,16866.67,R053_067,2333.33,976,Composite,,0.285
WCID#76,WCID#76,4/12/2021,R,SARS CoV-2 N1,19066.67,R053_067,2333.33,976,Composite,,0.285
WCID#76,WCID#76,4/12/2021,R,SARS CoV-2 N2,49866.67,R053_068,2333.33,976,Composite,,0.285
WCID#76,WCID#76,4/12/2021,R,SARS CoV-2 N1,52066.67,R053_068,2333.33,976,Composite,,0.285
WEST DISTRICT,WEST DISTRICT,4/12/2021,R,SARS CoV-2 N2,44733.33,R053_070,2333.33,85129,Composite,,10.528
WEST DISTRICT,WEST DISTRICT,4/12/2021,R,SARS CoV-2 N2,18333.33,R053_069,2333.33,85129,Composite,,10.528
WEST DISTRICT,WEST DISTRICT,4/12/2021,R,SARS CoV-2 N1,20533.33,R053_069,2333.33,85129,Composite,,10.528
WEST DISTRICT,WEST DISTRICT,4/12/2021,R,SARS CoV-2 N1,47666.67,R053_070,2333.33,85129,Composite,,10.528
WEST LAKE,WEST LAKE,4/12/2021,R,SARS CoV-2 N2,5866.67,R053_072,2333.33,600,Composite,,0.215
WEST LAKE,WEST LAKE,4/12/2021,R,SARS CoV-2 N2,6600,R053_071,2333.33,600,Composite,,0.215
WEST LAKE,WEST LAKE,4/12/2021,R,SARS CoV-2 N1,8066.67,R053_071,2333.33,600,Composite,,0.215
WEST LAKE,WEST LAKE,4/12/2021,R,SARS CoV-2 N1,8800,R053_072,2333.33,600,Composite,,0.215
WESTWAY,WESTWAY,4/12/2021,R,SARS CoV-2 N2,9533.33,R053_073,2333.33,3623,Composite,,0.498
WESTWAY,WESTWAY,4/12/2021,R,SARS CoV-2 N1,8800,R053_073,2333.33,3623,Composite,,0.498
WESTWAY,WESTWAY,4/12/2021,R,SARS CoV-2 N2,27133.33,R053_074,2333.33,3623,Composite,,0.498
WESTWAY,WESTWAY,4/12/2021,R,SARS CoV-2 N1,27866.67,R053_074,2333.33,3623,Composite,,0.498
WHITE OAK,WHITE OAK,4/12/2021,R,SARS CoV-2 N2,35200,R053_076,2333.33,20758,Composite,,1.438
WHITE OAK,WHITE OAK,4/12/2021,R,SARS CoV-2 N1,32266.67,R053_076,2333.33,20758,Composite,,1.438
WHITE OAK,WHITE OAK,4/12/2021,R,SARS CoV-2 N2,22000,R053_075,2333.33,20758,Composite,,1.438
WHITE OAK,WHITE OAK,4/12/2021,R,SARS CoV-2 N1,22733.33,R053_075,2333.33,20758,Composite,,1.438
WILLOWBROOK,WILLOWBROOK,4/12/2021,R,SARS CoV-2 N2,57933.33,R053_078,2333.33,8610,Composite,,1.266
WILLOWBROOK,WILLOWBROOK,4/12/2021,R,SARS CoV-2 N1,68200,R053_078,2333.33,8610,Composite,,1.266
WILLOWBROOK,WILLOWBROOK,4/12/2021,R,SARS CoV-2 N2,20533.33,R053_077,2333.33,8610,Composite,,1.266
WILLOWBROOK,WILLOWBROOK,4/12/2021,R,SARS CoV-2 N1,39600,R053_077,2333.33,8610,Composite,,1.266
69TH STREET,69TH STREET,4/19/2021,R,SARS CoV-2 N2,8800,R054_001,2333.33,551150,Composite,,61
69TH STREET,69TH STREET,4/19/2021,R,SARS CoV-2 N1,9533.33,R054_001,2333.33,551150,Composite,,61
69TH STREET,69TH STREET,4/19/2021,R,SARS CoV-2 N2,4766.67,R054_002,2333.33,551150,Composite,,61
69TH STREET,69TH STREET,4/19/2021,R,SARS CoV-2 N1,7333.33,R054_002,2333.33,551150,Composite,,61
ALMEDA SIMS,ALMEDA SIMS,4/19/2021,R,SARS CoV-2 N2,37400,R054_003,2333.33,117968,Composite,,9.493
ALMEDA SIMS,ALMEDA SIMS,4/19/2021,R,SARS CoV-2 N1,44000,R054_003,2333.33,117968,Composite,,9.493
ALMEDA SIMS,ALMEDA SIMS,4/19/2021,R,SARS CoV-2 N2,31533.33,R054_004,2333.33,117968,Composite,,9.493
ALMEDA SIMS,ALMEDA SIMS,4/19/2021,R,SARS CoV-2 N1,41066.67,R054_004,2333.33,117968,Composite,,9.493
BELTWAY,BELTWAY,4/19/2021,R,SARS CoV-2 N1,57933.33,R054_005,2333.33,70900,Composite,,4.746
BELTWAY,BELTWAY,4/19/2021,R,SARS CoV-2 N2,50600,R054_005,2333.33,70900,Composite,,4.746
BELTWAY,BELTWAY,4/19/2021,R,SARS CoV-2 N2,43266.67,R054_006,2333.33,70900,Composite,,4.746
BELTWAY,BELTWAY,4/19/2021,R,SARS CoV-2 N1,62333.33,R054_006,2333.33,70900,Composite,,4.746
CEDAR BAYOU,CEDAR BAYOU,4/19/2021,R,SARS CoV-2 N2,95333.33,R054_007,2333.33,1722,Composite,,0.499
CEDAR BAYOU,CEDAR BAYOU,4/19/2021,R,SARS CoV-2 N1,91666.67,R054_007,2333.33,1722,Composite,,0.499
CEDAR BAYOU,CEDAR BAYOU,4/19/2021,R,SARS CoV-2 N2,71866.67,R054_008,2333.33,1722,Composite,,0.499
CEDAR BAYOU,CEDAR BAYOU,4/19/2021,R,SARS CoV-2 N1,66733.33,R054_008,2333.33,1722,Composite,,0.499
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/19/2021,R,SARS CoV-2 N2,52066.67,R054_010,2333.33,37359,Composite,,2.525
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/19/2021,R,SARS CoV-2 N2,45466.67,R054_009,2333.33,37359,Composite,,2.525
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/19/2021,R,SARS CoV-2 N1,44000,R054_009,2333.33,37359,Composite,,2.525
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/19/2021,R,SARS CoV-2 N1,39600,R054_010,2333.33,37359,Composite,,2.525
CLINTON PARK,CLINTON PARK,4/19/2021,R,SARS CoV-2 N1,22733.33,R054_011,2333.33,3825,Composite,,0.266
CLINTON PARK,CLINTON PARK,4/19/2021,R,SARS CoV-2 N2,19066.67,R054_012,2333.33,3825,Composite,,0.266
CLINTON PARK,CLINTON PARK,4/19/2021,R,SARS CoV-2 N2,24200,R054_011,2333.33,3825,Composite,,0.266
CLINTON PARK,CLINTON PARK,4/19/2021,R,SARS CoV-2 N1,31533.33,R054_012,2333.33,3825,Composite,,0.266
EASTHAVEN,EASTHAVEN,4/19/2021,R,SARS CoV-2 N2,55000,R054_013,2333.33,16030,Composite,,1.135
EASTHAVEN,EASTHAVEN,4/19/2021,R,SARS CoV-2 N1,70400,R054_013,2333.33,16030,Composite,,1.135
EASTHAVEN,EASTHAVEN,4/19/2021,R,SARS CoV-2 N2,78466.67,R054_014,2333.33,16030,Composite,,1.135
EASTHAVEN,EASTHAVEN,4/19/2021,R,SARS CoV-2 N1,92400,R054_014,2333.33,16030,Composite,,1.135
FOREST COVE,FOREST COVE,4/19/2021,R,SARS CoV-2 N2,371800,R054_016,2333.33,4170,Composite,,0.215
FOREST COVE,FOREST COVE,4/19/2021,R,SARS CoV-2 N1,398933.33,R054_016,2333.33,4170,Composite,,0.215
FOREST COVE,FOREST COVE,4/19/2021,R,SARS CoV-2 N2,365200,R054_015,2333.33,4170,Composite,,0.215
FOREST COVE,FOREST COVE,4/19/2021,R,SARS CoV-2 N1,395266.67,R054_015,2333.33,4170,Composite,,0.215
FWSD#23,FWSD#23,4/19/2021,R,SARS CoV-2 N2,106333.33,R054_017,2333.33,40689,Composite,,2.116
FWSD#23,FWSD#23,4/19/2021,R,SARS CoV-2 N1,126866.67,R054_017,2333.33,40689,Composite,,2.116
FWSD#23,FWSD#23,4/19/2021,R,SARS CoV-2 N2,100466.67,R054_018,2333.33,40689,Composite,,2.116
FWSD#23,FWSD#23,4/19/2021,R,SARS CoV-2 N1,98266.67,R054_018,2333.33,40689,Composite,,2.116
GREENRIDGE,GREENRIDGE,4/19/2021,R,SARS CoV-2 N2,93133.33,R054_019,2333.33,28742,Composite,,2.126
GREENRIDGE,GREENRIDGE,4/19/2021,R,SARS CoV-2 N1,110733.33,R054_019,2333.33,28742,Composite,,2.126
GREENRIDGE,GREENRIDGE,4/19/2021,R,SARS CoV-2 N2,84333.33,R054_020,2333.33,28742,Composite,,2.126
GREENRIDGE,GREENRIDGE,4/19/2021,R,SARS CoV-2 N1,83600,R054_020,2333.33,28742,Composite,,2.126
HOMESTEAD,HOMESTEAD,4/19/2021,R,SARS CoV-2 N2,16866.67,R054_021,2333.33,9375,Composite,,0.856
HOMESTEAD,HOMESTEAD,4/19/2021,R,SARS CoV-2 N1,22733.33,R054_021,2333.33,9375,Composite,,0.856
HOMESTEAD,HOMESTEAD,4/19/2021,R,SARS CoV-2 N2,19800,R054_022,2333.33,9375,Composite,,0.856
HOMESTEAD,HOMESTEAD,4/19/2021,R,SARS CoV-2 N1,22000,R054_022,2333.33,9375,Composite,,0.856
IMPERIAL VALLEY,IMPERIAL VALLEY,4/19/2021,R,SARS CoV-2 N2,85066.67,R054_023,2333.33,16804,Composite,,1.273
IMPERIAL VALLEY,IMPERIAL VALLEY,4/19/2021,R,SARS CoV-2 N1,93866.67,R054_023,2333.33,16804,Composite,,1.273
IMPERIAL VALLEY,IMPERIAL VALLEY,4/19/2021,R,SARS CoV-2 N2,89466.67,R054_024,2333.33,16804,Composite,,1.273
IMPERIAL VALLEY,IMPERIAL VALLEY,4/19/2021,R,SARS CoV-2 N1,104866.67,R054_024,2333.33,16804,Composite,,1.273
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/19/2021,R,SARS CoV-2 N1,57933.33,R054_025,2333.33,2408,Composite,,1.316
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/19/2021,R,SARS CoV-2 N2,55000,R054_025,2333.33,2408,Composite,,1.316
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/19/2021,R,SARS CoV-2 N2,41800,R054_026,2333.33,2408,Composite,,1.316
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/19/2021,R,SARS CoV-2 N1,46200,R054_026,2333.33,2408,Composite,,1.316
KEEGANS BAYOU,KEEGANS BAYOU,4/19/2021,R,SARS CoV-2 N2,45466.67,R054_027,2333.33,124000,Composite,,13.201
KEEGANS BAYOU,KEEGANS BAYOU,4/19/2021,R,SARS CoV-2 N1,50600,R054_027,2333.33,124000,Composite,,13.201
KEEGANS BAYOU,KEEGANS BAYOU,4/19/2021,R,SARS CoV-2 N2,44733.33,R054_028,2333.33,124000,Composite,,13.201
KEEGANS BAYOU,KEEGANS BAYOU,4/19/2021,R,SARS CoV-2 N1,49866.67,R054_028,2333.33,124000,Composite,,13.201
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/19/2021,R,SARS CoV-2 N2,67466.67,R054_030,2333.33,52055,Composite,,2.63
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/19/2021,R,SARS CoV-2 N2,85800,R054_029,2333.33,52055,Composite,,2.63
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/19/2021,R,SARS CoV-2 N1,71133.33,R054_029,3535.8,52055,Composite,,2.63
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/19/2021,R,SARS CoV-2 N1,79933.33,R054_030,2333.33,52055,Composite,,2.63
KINGWOOD WEST,KINGWOOD WEST,4/19/2021,R,SARS CoV-2 N1,129800,R054_031,2333.33,2589,Composite,,0.551
KINGWOOD WEST,KINGWOOD WEST,4/19/2021,R,SARS CoV-2 N2,90200,R054_032,2333.33,2589,Composite,,0.551
KINGWOOD WEST,KINGWOOD WEST,4/19/2021,R,SARS CoV-2 N2,101933.33,R054_031,2333.33,2589,Composite,,0.551
KINGWOOD WEST,KINGWOOD WEST,4/19/2021,R,SARS CoV-2 N1,107066.67,R054_032,2333.33,2589,Composite,,0.551
METRO CENTRAL,METRO CENTRAL,4/19/2021,R,SARS CoV-2 N2,0,R054_033,2333.33,20161,Composite,,1.261
METRO CENTRAL,METRO CENTRAL,4/19/2021,R,SARS CoV-2 N1,0,R054_033,2333.33,20161,Composite,,1.261
METRO CENTRAL,METRO CENTRAL,4/19/2021,R,SARS CoV-2 N2,0,R054_034,2333.33,20161,Composite,,1.261
METRO CENTRAL,METRO CENTRAL,4/19/2021,R,SARS CoV-2 N1,0,R054_034,2333.33,20161,Composite,,1.261
MUD#203,MUD#203,4/19/2021,R,SARS CoV-2 N2,56466.67,R054_036,2333.33,4010,Composite,,0.285
MUD#203,MUD#203,4/19/2021,R,SARS CoV-2 N1,65266.67,R054_036,2333.33,4010,Composite,,0.285
MUD#203,MUD#203,4/19/2021,R,SARS CoV-2 N2,93133.33,R054_035,2333.33,4010,Composite,,0.285
MUD#203,MUD#203,4/19/2021,R,SARS CoV-2 N1,104133.33,R054_035,2333.33,4010,Composite,,0.285
NORTHBELT,NORTHBELT,4/19/2021,R,SARS CoV-2 N2,77000,R054_037,2333.33,12892,Composite,,2.585
NORTHBELT,NORTHBELT,4/19/2021,R,SARS CoV-2 N1,65266.67,R054_037,2333.33,12892,Composite,,2.585
NORTHBELT,NORTHBELT,4/19/2021,R,SARS CoV-2 N2,62333.33,R054_038,2333.33,12892,Composite,,2.585
NORTHBELT,NORTHBELT,4/19/2021,R,SARS CoV-2 N1,66000,R054_038,2333.33,12892,Composite,,2.585
NORTHEAST,NORTHEAST,4/19/2021,R,SARS CoV-2 N2,9533.33,R054_039,2333.33,33102,Composite,,2.34
NORTHEAST,NORTHEAST,4/19/2021,R,SARS CoV-2 N1,11000,R054_039,2333.33,33102,Composite,,2.34
NORTHEAST,NORTHEAST,4/19/2021,R,SARS CoV-2 N2,16866.67,R054_040,2333.33,33102,Composite,,2.34
NORTHEAST,NORTHEAST,4/19/2021,R,SARS CoV-2 N1,17600,R054_040,2333.33,33102,Composite,,2.34
NORTHGATE,NORTHGATE,4/19/2021,R,SARS CoV-2 N2,108533.33,R054_041,2333.33,19867,Composite,,2.496
NORTHGATE,NORTHGATE,4/19/2021,R,SARS CoV-2 N1,129800,R054_041,2333.33,19867,Composite,,2.496
NORTHGATE,NORTHGATE,4/19/2021,R,SARS CoV-2 N2,88733.33,R054_042,2333.33,19867,Composite,,2.496
NORTHGATE,NORTHGATE,4/19/2021,R,SARS CoV-2 N1,99733.33,R054_042,2333.33,19867,Composite,,2.496
NORTHWEST,NORTHWEST,4/19/2021,R,SARS CoV-2 N2,45466.67,R054_043,2333.33,95600,Composite,,9
NORTHWEST,NORTHWEST,4/19/2021,R,SARS CoV-2 N1,51333.33,R054_043,2333.33,95600,Composite,,9
NORTHWEST,NORTHWEST,4/19/2021,R,SARS CoV-2 N2,33000,R054_044,2333.33,95600,Composite,,9
NORTHWEST,NORTHWEST,4/19/2021,R,SARS CoV-2 N1,41066.67,R054_044,2333.33,95600,Composite,,9
PARK TEN,PARK TEN,4/19/2021,R,SARS CoV-2 N1,115133.33,R054_045,2333.33,5497,Composite,,0.413
PARK TEN,PARK TEN,4/19/2021,R,SARS CoV-2 N2,91666.67,R054_045,2333.33,5497,Composite,,0.413
PARK TEN,PARK TEN,4/19/2021,R,SARS CoV-2 N2,75533.33,R054_046,2333.33,5497,Composite,,0.413
PARK TEN,PARK TEN,4/19/2021,R,SARS CoV-2 N1,105600,R054_046,2333.33,5497,Composite,,0.413
SAGEMONT,SAGEMONT,4/19/2021,R,SARS CoV-2 N2,89466.67,R054_047,2333.33,20608,Composite,,2.521
SAGEMONT,SAGEMONT,4/19/2021,R,SARS CoV-2 N1,132000,R054_047,2333.33,20608,Composite,,2.521
SAGEMONT,SAGEMONT,4/19/2021,R,SARS CoV-2 N2,79200,R054_048,2333.33,20608,Composite,,2.521
SAGEMONT,SAGEMONT,4/19/2021,R,SARS CoV-2 N1,140800,R054_048,2333.33,20608,Composite,,2.521
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/19/2021,R,SARS CoV-2 N2,24200,R054_050,2333.33,109414,Composite,,5.08
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/19/2021,R,SARS CoV-2 N2,31533.33,R054_049,2333.33,109414,Composite,,5.08
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/19/2021,R,SARS CoV-2 N1,38866.67,R054_049,2333.33,109414,Composite,,5.08
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/19/2021,R,SARS CoV-2 N1,30066.67,R054_050,2333.33,109414,Composite,,5.08
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/19/2021,R,SARS CoV-2 N1,37400,R054_051,2333.33,109414,Composite,,17.38
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/19/2021,R,SARS CoV-2 N2,24933.33,R054_052,2333.33,109414,Composite,,17.38
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/19/2021,R,SARS CoV-2 N2,21266.67,R054_051,2333.33,109414,Composite,,17.38
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/19/2021,R,SARS CoV-2 N1,28600,R054_052,2333.33,109414,Composite,,17.38
SOUTHEAST,SOUTHEAST,4/19/2021,R,SARS CoV-2 N2,24200,R054_053,2333.33,32485,Composite,,3.636
SOUTHEAST,SOUTHEAST,4/19/2021,R,SARS CoV-2 N1,27866.67,R054_053,2333.33,32485,Composite,,3.636
SOUTHEAST,SOUTHEAST,4/19/2021,R,SARS CoV-2 N2,9533.33,R054_054,2333.33,32485,Composite,,3.636
SOUTHEAST,SOUTHEAST,4/19/2021,R,SARS CoV-2 N1,16133.33,R054_054,2333.33,32485,Composite,,3.636
SOUTHWEST,SOUTHWEST,4/19/2021,R,SARS CoV-2 N2,74800,R054_056,2333.33,293227,Composite,,29.834
SOUTHWEST,SOUTHWEST,4/19/2021,R,SARS CoV-2 N1,62333.33,R054_056,2333.33,293227,Composite,,29.834
SOUTHWEST,SOUTHWEST,4/19/2021,R,SARS CoV-2 N2,60866.67,R054_055,2333.33,293227,Composite,,29.834
SOUTHWEST,SOUTHWEST,4/19/2021,R,SARS CoV-2 N1,85066.67,R054_055,2333.33,293227,Composite,,29.834
TIDWELL TIMBERS,TIDWELL TIMBERS,4/19/2021,R,SARS CoV-2 N2,256666.67,R054_057,2333.33,1133,Composite,,0.058
TIDWELL TIMBERS,TIDWELL TIMBERS,4/19/2021,R,SARS CoV-2 N1,320466.67,R054_057,2333.33,1133,Composite,,0.058
TIDWELL TIMBERS,TIDWELL TIMBERS,4/19/2021,R,SARS CoV-2 N2,278666.67,R054_058,2333.33,1133,Composite,,0.058
TIDWELL TIMBERS,TIDWELL TIMBERS,4/19/2021,R,SARS CoV-2 N1,323400,R054_058,2333.33,1133,Composite,,0.058
TURKEY CREEK,TURKEY CREEK,4/19/2021,R,SARS CoV-2 N2,20533.33,R054_059,2333.33,59188,Composite,,6.045
TURKEY CREEK,TURKEY CREEK,4/19/2021,R,SARS CoV-2 N1,36666.67,R054_059,2333.33,59188,Composite,,6.045
TURKEY CREEK,TURKEY CREEK,4/19/2021,R,SARS CoV-2 N2,41066.67,R054_060,2333.33,59188,Composite,,6.045
TURKEY CREEK,TURKEY CREEK,4/19/2021,R,SARS CoV-2 N1,33733.33,R054_060,2333.33,59188,Composite,,6.045
UPPER BRAYS,UPPER BRAYS,4/19/2021,R,SARS CoV-2 N2,32266.67,R054_061,2333.33,97918,Composite,,7.31
UPPER BRAYS,UPPER BRAYS,4/19/2021,R,SARS CoV-2 N1,39600,R054_061,2333.33,97918,Composite,,7.31
UPPER BRAYS,UPPER BRAYS,4/19/2021,R,SARS CoV-2 N2,37400,R054_062,2333.33,97918,Composite,,7.31
UPPER BRAYS,UPPER BRAYS,4/19/2021,R,SARS CoV-2 N1,48400,R054_062,2333.33,97918,Composite,,7.31
WCID#111,WCID#111,4/19/2021,R,SARS CoV-2 N2,41066.67,R054_063,2333.33,20920,Composite,,1.957
WCID#111,WCID#111,4/19/2021,R,SARS CoV-2 N1,44000,R054_063,2333.33,20920,Composite,,1.957
WCID#111,WCID#111,4/19/2021,R,SARS CoV-2 N2,44000,R054_064,2333.33,20920,Composite,,1.957
WCID#111,WCID#111,4/19/2021,R,SARS CoV-2 N1,57933.33,R054_064,2333.33,20920,Composite,,1.957
WCID#47,WCID#47,4/19/2021,R,SARS CoV-2 N1,45466.67,R054_065,2333.33,33645,Composite,,1.846
WCID#47,WCID#47,4/19/2021,R,SARS CoV-2 N2,36666.67,R054_065,2333.33,33645,Composite,,1.846
WCID#47,WCID#47,4/19/2021,R,SARS CoV-2 N2,30800,R054_066,2333.33,33645,Composite,,1.846
WCID#47,WCID#47,4/19/2021,R,SARS CoV-2 N1,32266.67,R054_066,2333.33,33645,Composite,,1.846
WCID#76,WCID#76,4/19/2021,R,SARS CoV-2 N2,16133.33,R054_067,2333.33,976,Composite,,0.262
WCID#76,WCID#76,4/19/2021,R,SARS CoV-2 N1,20533.33,R054_067,2333.33,976,Composite,,0.262
WCID#76,WCID#76,4/19/2021,R,SARS CoV-2 N2,17600,R054_068,2333.33,976,Composite,,0.262
